band_id,genre,song_id,date,loudness,length,energy,copies_sold
901,Folktronica,7305,2018-01-10,117,6.369035787576067,112,0.563413516861991
962,Folktronica,7717,2018-01-10,103,6.867649866739065,133,0.9095054793609296
889,Chillgaze,7190,2018-01-11,87,6.376784031273719,NA,0.012649827946735715
396,Folktronica,3144,2018-01-11,89,1.7390277556637015,NA,0.11886192783671991
569,Folktronica,4514,2018-01-11,67,2.6002564806148367,NA,0.19102357580058552
609,Electroswing,4841,2018-01-11,87,5.189980498210683,118,0.19328750512954435
986,Folktronica,7919,2018-01-11,104,1.131085149275739,148,0.3224072014218118
415,Neoclassicalwave,3304,2018-01-11,69,4.387733795094684,90,0.3310631750410792
785,Gothicsynth,6334,2018-01-11,101,6.788569122259824,81,0.34787429954475485
106,Chillgaze,842,2018-01-11,61,0.4662030655511764,117,0.3774248552142214
115,Folktronica,920,2018-01-12,94,3.5285757777185864,179,0.13855390934270229
1013,Futuristicountry,8124,2018-01-12,79,3.672881829916699,98,0.6019208439994091
1320,Folktronica,10589,2018-01-12,120,4.789909747468598,111,0.7630577084597113
1217,Electroswing,9843,2018-01-12,101,3.0157949738169902,153,0.9690074254001526
1159,Folktronica,9387,2018-01-12,63,4.5241377985524105,127,2.1550096776820284
155,Electroswing,1189,2018-01-13,108,2.2964332059643153,NA,0.034037038626739305
553,Psychedelictrance,4387,2018-01-13,67,6.101587135333601,NA,0.15163470508117163
1061,Folktronica,8535,2018-01-13,78,6.54287817002231,154,0.3025525835318741
794,Futuristicountry,6397,2018-01-13,88,3.875073055084858,90,0.3611928839027432
424,Chillgaze,3381,2018-01-13,66,2.5381781021364436,109,0.4331395186597725
1335,Folktronica,10697,2018-01-13,88,2.679333740582438,152,0.44146681985565295
1093,Folktronica,8825,2018-01-13,121,8.33768975990669,133,0.7027404018967554
205,Folktronica,1613,2018-01-13,69,3.084222325273166,120,1.8277916721060095
1146,Psychedelictrance,9269,2018-01-14,60,8.366278823920744,128,0.1302837449909556
801,Folktronica,6456,2018-01-14,62,2.9821083183361887,174,0.3864918930008142
779,Psychedelictrance,6259,2018-01-14,85,5.381388690235111,NA,0.5007804744188199
609,Electroswing,4837,2018-01-14,114,5.566121652653752,NA,0.8475448418526762
734,Folktronica,5918,2018-01-14,87,8.96883356144796,146,1.7579248889697987
359,Folktronica,2852,2018-01-14,108,4.378236528210999,143,2.103814327913657
405,Trip-pop,3227,2018-01-15,104,2.9005566301588472,164,0.7402482712381239
1024,Chillgaze,8212,2018-01-15,79,5.574644103339008,150,0.16118749368814234
262,Electroswing,2094,2018-01-15,135,1.0075828284526311,NA,0.28203320670729215
39,Electroswing,296,2018-01-15,126,3.0725969764706953,70,0.41678206994270106
1152,Psychedelictrance,9318,2018-01-15,85,8.121316041561004,122,0.4266968672694462
1302,Psychedelictrance,10452,2018-01-15,56,5.254033265003496,107,0.6016806758443864
405,Trip-pop,3227,2018-01-15,104,2.9005566301588472,164,0.7402482712381239
1413,Folktronica,11297,2018-01-15,93,5.553977011019816,164,1.2161852730016385
735,Folktronica,5926,2018-01-15,55,3.3866140863704537,139,1.8109132436696593
1096,Folktronica,8844,2018-01-15,89,4.86671614991473,122,3.1469768332566046
437,Gothicsynth,3504,2018-01-16,97,2.7308675647907963,NA,9.560670198023788e-4
668,Folktronica,5333,2018-01-16,82,7.477518769271269,NA,0.02571000663172609
100,Neoclassicalwave,785,2018-01-16,65,4.473801648458704,122,0.17604893522458534
752,Neoclassicalwave,6083,2018-01-16,84,5.1492176764389885,92,0.2545562185272129
257,Folktronica,2042,2018-01-16,79,2.95287509655586,NA,0.25906005766043927
543,Folktronica,4316,2018-01-16,97,2.2745918229579636,106,0.2996221026999875
297,Folktronica,2333,2018-01-16,100,3.9250937847018355,162,0.6308969726662151
622,Folktronica,4951,2018-01-16,135,2.7437859244743015,146,2.2246172466490224
178,Folktronica,1374,2018-01-17,135,2.5425257595778743,147,0.2856795673192279
349,Futuristicountry,2754,2018-01-17,81,1.9921174981333925,128,0.7803988937438332
987,Folktronica,7938,2018-01-18,102,4.409590415364653,NA,0.05853727506150863
1060,Folktronica,8516,2018-01-18,96,4.594835251918667,NA,0.11721423997830722
1151,Gothicsynth,9313,2018-01-18,100,8.084142626062174,93,0.12438726081595361
2,Neoclassicalwave,7,2018-01-18,85,3.4775812047189056,NA,0.15426960566787784
835,Electroswing,6744,2018-01-18,102,7.13608648827501,168,0.15651846664924723
1122,Folktronica,9062,2018-01-18,100,3.9134870496722014,142,0.18468307104932286
770,Folktronica,6202,2018-01-18,53,3.118419758441295,166,0.37868927540975733
1098,Electroswing,8875,2018-01-18,85,6.281746284139693,NA,0.6050269561206896
647,Psychedelictrance,5157,2018-01-18,27,3.1589853674033863,105,0.6809752387176637
56,Folktronica,446,2018-01-18,104,1.5825422144198804,161,1.1444967843320761
404,Chillgaze,3210,2018-01-18,84,1.5619657356562382,168,1.3162303625987906
973,Folktronica,7800,2018-01-18,80,2.3595566572360047,175,1.6580562114393684
971,Folktronica,7780,2018-01-18,113,4.479925411250673,166,1.999799054908709
1284,Psychedelictrance,10330,2018-01-19,68,1.761527911586477,NA,0.09752111702801937
447,Folktronica,3602,2018-01-19,98,5.377657710306987,127,1.6193845195240477
494,Folktronica,3913,2018-01-20,135,4.92185544718041,NA,0.029936077188209974
593,Futuristicountry,4692,2018-01-20,100,3.264930650712247,76,0.543753176193899
333,Folktronica,2633,2018-01-20,89,2.323594250126714,212,1.5942824275062706
228,Gothicsynth,1781,2018-01-21,114,2.4285831450760753,NA,0.036490888782757074
571,Folktronica,4533,2018-01-21,101,2.7080837257408943,NA,0.33775547984672316
871,Folktronica,7016,2018-01-21,97,2.566158305924767,180,0.7770002181454673
1091,Chillgaze,8793,2018-01-22,83,4.243416634362004,112,0.11273811756521863
1088,Gothicsynth,8770,2018-01-22,100,3.4637253254120832,78,0.16851531131673564
1103,Folktronica,8919,2018-01-22,91,3.753265164969387,115,1.9246362414479434
1324,Electroswing,10633,2018-01-23,108,4.017000144602268,NA,0.011599166283163844
102,Futuristicountry,809,2018-01-23,84,1.6779784630805261,84,0.06461969330174075
415,Neoclassicalwave,3301,2018-01-23,68,3.589276646415854,81,0.06840133738806914
324,Psychedelictrance,2549,2018-01-23,70,10.845308296007838,123,0.10695605964311186
309,Folktronica,2419,2018-01-23,72,3.0500367738175105,124,0.6167931973313584
1352,Folktronica,10823,2018-01-23,111,5.061890768985468,124,0.8442072390562766
1014,Folktronica,8126,2018-01-23,103,3.451193818524831,155,0.903424319191939
1231,Folktronica,9936,2018-01-23,118,3.4283395887737322,146,1.0175507719430494
1010,Folktronica,8093,2018-01-23,99,3.32749465376538,170,1.1366431266751278
1026,Gothicsynth,8221,2018-01-24,118,13.04782288281609,NA,0.09131487571910041
1027,Psychedelictrance,8228,2018-01-24,87,4.52768395554127,113,0.10930907604022863
1192,Trip-pop,9634,2018-01-24,107,6.498461822948989,112,0.11979766826359192
25,Gothicsynth,179,2018-01-24,107,4.451389995191406,101,0.17950755344937402
749,Folktronica,6045,2018-01-24,104,3.667610345306026,157,0.366348158331908
275,Folktronica,2188,2018-01-24,85,3.801122051093915,148,0.6482575376842844
889,Chillgaze,7188,2018-01-25,86,4.712509966729541,NA,0.0024178847004542943
1116,Folktronica,9016,2018-01-25,92,5.257221297415633,NA,0.04567639344242054
1214,Folktronica,9823,2018-01-25,90,3.095284819601668,160,0.2013951107438702
1259,Folktronica,10152,2018-01-25,72,6.195991314649261,155,0.33527368817424286
218,Folktronica,1705,2018-01-25,123,6.124724341352451,191,0.46997046090322314
987,Folktronica,7937,2018-01-25,81,6.6671835516262625,179,1.4285750670357689
1,Folktronica,1,2018-01-26,91,4.787632449685558,172,0.09622747296383227
1,Folktronica,1,2018-01-26,91,4.787632449685558,172,0.09622747296383227
1389,Gothicsynth,11126,2018-01-26,105,2.9169037513857905,93,0.15171676387382782
648,Chillgaze,5164,2018-01-26,70,7.209628189001723,122,0.4874151204329767
478,Folktronica,3792,2018-01-26,94,7.018932038597682,136,0.8019538290110011
260,Folktronica,2076,2018-01-26,80,2.9135863757402864,146,1.22409262081963
1151,Gothicsynth,9309,2018-01-27,104,4.01528254366481,95,0.4492245900081145
1249,Gothicsynth,10053,2018-01-27,77,3.9238362615465725,129,0.8126673396855411
764,Folktronica,6150,2018-01-27,98,4.272639075731286,171,2.3366059677530484
909,Electroswing,7370,2018-01-28,112,3.3450589638975363,156,0.25702892487738926
147,Gothicsynth,1117,2018-01-28,115,7.449334049345521,90,0.2992855417725587
162,Folktronica,1247,2018-01-28,70,6.395611056064171,136,0.8906955922791953
555,Folktronica,4405,2018-01-28,95,8.855953423482756,121,1.3396307160919703
784,Folktronica,6320,2018-01-28,126,5.053592127378251,157,1.3966670358014703
172,Gothicsynth,1318,2018-01-29,109,4.01631998543239,NA,0.06291482138407678
563,Folktronica,4472,2018-01-29,96,2.2795640606560097,146,0.33917414793046174
742,Psychedelictrance,5998,2018-01-29,55,4.10395457627832,129,0.46512915762266105
1140,Psychedelictrance,9212,2018-01-29,64,5.913247041713993,127,0.6089208717961034
773,Folktronica,6238,2018-01-29,99,5.521619150950167,173,0.7047447036372777
982,Indiedisco,7897,2018-01-29,87,2.6946327662063374,170,0.8627914050409433
824,Psychedelictrance,6661,2018-01-29,32,3.5998461154802754,127,1.556528908860748
1116,Folktronica,9015,2018-01-29,95,7.465320928237491,142,2.213359415091036
1406,Folktronica,11241,2018-01-30,117,4.703582757474253,NA,0.04100877944913732
1067,Chillgaze,8582,2018-01-30,87,2.3545421900789583,118,0.14678040679913695
101,Folktronica,800,2018-01-30,94,3.3588308550768744,156,0.4602865137321788
656,Folktronica,5224,2018-01-30,104,10.214853681416033,173,1.871801169260845
896,Folktronica,7264,2018-01-31,86,5.15966597905658,137,0.2914265225849703
1084,Folktronica,8728,2018-01-31,89,2.7660356991139112,190,0.6496412590212453
376,Chillgaze,3011,2018-01-31,80,1.9420936065698315,144,0.9630261287562685
979,Psychedelictrance,7873,2018-02-01,71,3.1734459972103926,NA,0.1498443847640029
300,Electroswing,2353,2018-02-01,104,3.4211409743438175,137,0.19425397526073312
471,Psychedelictrance,3741,2018-02-01,85,5.760155497655034,NA,0.20679397080376863
979,Psychedelictrance,7863,2018-02-01,96,5.107859266719094,120,0.2731936164629317
896,Folktronica,7262,2018-02-01,80,4.461948365070301,126,0.3497755075628536
9,Folktronica,71,2018-02-01,81,5.532502118322009,167,0.3770299998340553
1028,Psychedelictrance,8241,2018-02-01,63,4.853700036068871,111,0.731664620047478
871,Folktronica,7024,2018-02-01,85,6.542900776398857,182,0.8201469822501629
286,Psychedelictrance,2257,2018-02-01,79,2.9129591923159746,NA,0.8722768984778588
1304,Chillgaze,10471,2018-02-01,65,-1,178,0.8769690858006373
1205,Gothicsynth,9737,2018-02-01,57,10.060298365470917,97,0.9668271431388368
1319,Gothicsynth,10571,2018-02-02,85,5.167150971658017,63,0.18498718168313733
1178,Psychedelictrance,9529,2018-02-02,41,2.6164782819632744,114,1.5291719077001567
59,Folktronica,463,2018-02-02,72,7.260482531543521,149,3.0572567370090526
633,Psychedelictrance,5045,2018-02-03,54,2.84534064229696,NA,0.07078954161087478
1349,Electroswing,10793,2018-02-03,126,2.9573601472535542,NA,0.2673906361240829
1324,Electroswing,10629,2018-02-03,94,3.840713150890325,120,0.34610122408635197
583,Electroswing,4641,2018-02-03,115,4.389404091064332,138,0.39047361320329027
1351,Folktronica,10811,2018-02-03,95,6.271603756987785,141,0.48836085082103536
39,Electroswing,293,2018-02-03,120,2.3955718033060456,75,0.6612853083005613
152,Folktronica,1161,2018-02-03,70,4.9041235092682935,124,1.2488164645482698
208,Gothicsynth,1646,2018-02-04,106,1.8066883382035477,NA,0.2388845966187208
208,Gothicsynth,1646,2018-02-04,106,1.8066883382035477,NA,0.2388845966187208
694,Electroswing,5568,2018-02-04,95,2.8902808286374815,113,0.47772604497093935
1278,Psychedelictrance,10282,2018-02-04,76,3.879047677710531,121,0.5014404805126769
1197,Chillgaze,9677,2018-02-04,91,2.4246791142331037,123,1.195587708674944
738,Folktronica,5941,2018-02-04,73,6.868206523374007,105,1.5006012899887238
1384,Folktronica,11076,2018-02-04,101,4.488118959667726,116,1.9287577175868598
203,Folktronica,1585,2018-02-04,96,8.4734642794536,136,2.6526608457991983
140,Gothicsynth,1088,2018-02-05,88,3.9934188491528695,84,0.0757930806512514
885,Psychedelictrance,7150,2018-02-05,80,6.112329527283097,91,0.2704427310952474
1270,Electroswing,10237,2018-02-05,116,3.847405369155444,166,0.3593965207014876
509,Futuristicountry,4043,2018-02-05,54,7.471418352985367,85,0.932407259414045
624,Chillgaze,4965,2018-02-05,60,6.686848651773541,120,2.0641141565890933
577,Folktronica,4589,2018-02-05,101,4.77590146603532,159,2.4884233428888485
1352,Folktronica,10825,2018-02-06,99,-1,115,0.0989711457228781
997,Psychedelictrance,8010,2018-02-06,57,3.3239093698992184,120,0.18241110002743424
454,Electroswing,3651,2018-02-06,93,7.257056934171967,159,0.1843845656449195
1212,Folktronica,9792,2018-02-07,98,4.796772089153543,147,0.5767834272725177
235,Folktronica,1839,2018-02-07,110,3.0425003573203053,130,0.8476341962524409
395,Psychedelictrance,3135,2018-02-07,83,5.025283202469522,130,1.746640833980313
698,Gothicsynth,5593,2018-02-08,112,3.235315477407493,NA,0.048047048706659476
356,Gothicsynth,2833,2018-02-08,89,3.3112210199455627,112,0.05142143098152638
1410,Chillgaze,11270,2018-02-08,60,3.7729927402549572,113,0.6141374413748448
1096,Folktronica,8845,2018-02-08,77,3.1641971695598805,127,1.2654351564274573
418,Folktronica,3335,2018-02-09,93,3.5443592673974482,131,0.17127265365914582
1337,Psychedelictrance,10710,2018-02-09,61,5.9582416757579075,139,0.3335686951117375
1128,Gothicsynth,9116,2018-02-09,46,4.4710341236945155,NA,0.45140922647847176
304,Futuristicountry,2380,2018-02-09,80,2.7065315571561372,109,0.9215642448406447
768,Folktronica,6193,2018-02-09,107,2.8320586722146888,166,3.09136752935478
953,Gothicsynth,7658,2018-02-10,86,2.6381812417974415,NA,0.043114811287710206
1177,Electroswing,9528,2018-02-10,107,2.6097265546518065,120,0.1438214846822909
240,Electroswing,1886,2018-02-10,95,7.688254538110635,118,0.26319752858431833
511,Electroswing,4062,2018-02-10,121,5.35310454572406,NA,0.30061221742225597
1096,Folktronica,8852,2018-02-10,88,0.7469430858580732,118,0.5735209482561736
430,Folktronica,3438,2018-02-10,86,3.3415009657624277,137,0.6705054146399387
1364,Folktronica,10914,2018-02-10,87,1.2254664065554701,114,0.675079194817896
357,Futuristicountry,2841,2018-02-11,89,3.509571280447509,82,0.0990395340475502
299,Electroswing,2351,2018-02-11,86,3.268231235984638,132,0.4192954543459334
1141,Folktronica,9227,2018-02-11,116,3.926390750255227,161,0.5530543200223914
412,Psychedelictrance,3288,2018-02-11,65,3.6040167541280375,140,0.9900979213074799
287,Folktronica,2264,2018-02-11,86,9.911335893150131,147,1.218189566636667
255,Folktronica,2025,2018-02-11,78,5.967959756430732,176,2.044717568430521
780,Folktronica,6279,2018-02-11,68,6.79302705257926,124,2.8303145874438282
447,Folktronica,3595,2018-02-11,75,7.488599472928002,122,3.9752835665312403
979,Psychedelictrance,7871,2018-02-12,70,0.7268509190125588,125,0.1585196024936253
607,Chillgaze,4818,2018-02-12,88,2.6128417411844014,NA,0.3608687948933216
545,Folktronica,4342,2018-02-12,86,5.354822869712303,166,0.4190746414827254
1352,Folktronica,10819,2018-02-12,126,3.791898563397159,129,0.5367728361202683
1338,Chillgaze,10714,2018-02-13,80,4.474406631967686,NA,0.008773897772141517
127,Folktronica,989,2018-02-13,100,4.147300645532772,NA,0.05847743872843632
454,Electroswing,3649,2018-02-13,94,4.854599472106279,158,0.2970370698733005
222,Electroswing,1735,2018-02-13,94,5.642619098659789,147,0.4495483219291735
236,Chillgaze,1849,2018-02-13,95,6.293421430266013,109,0.6306380259725227
690,Folktronica,5533,2018-02-14,139,4.562164885009038,162,0.6001983728319358
1375,Folktronica,11004,2018-02-14,100,4.462510521726179,156,1.037387597268533
967,Psychedelictrance,7748,2018-02-14,98,1.6731220294543188,NA,0.07549480851865789
840,Chillgaze,6771,2018-02-14,77,2.243266014124577,124,0.35481990217719145
257,Folktronica,2045,2018-02-14,88,7.481593410097845,138,0.4817695432258109
615,Folktronica,4889,2018-02-14,75,2.9875773417927465,123,0.511613628884353
575,Psychedelictrance,4570,2018-02-14,52,4.97170460301567,110,0.5413522915045034
690,Folktronica,5533,2018-02-14,139,4.562164885009038,162,0.6001983728319358
1368,Chillgaze,10962,2018-02-14,91,3.8219406403076763,125,0.8965318117323702
55,Folktronica,440,2018-02-14,106,4.431903504636092,142,0.915944972075889
1375,Folktronica,11004,2018-02-14,100,4.462510521726179,156,1.037387597268533
978,Folktronica,7851,2018-02-14,89,2.8210978075523743,142,2.633310735314795
1026,Gothicsynth,8219,2018-02-15,91,1.4962039936899911,NA,0.10894300425395312
530,Chillgaze,4234,2018-02-15,77,8.90889220041119,NA,0.1935997167013443
355,Folktronica,2816,2018-02-15,96,3.751113406004551,133,0.3400766483164397
396,Folktronica,3148,2018-02-15,88,9.787038170616364,140,0.6050846052219918
961,Folktronica,7714,2018-02-15,106,7.850974680920242,174,0.8489258332525698
135,Electroswing,1043,2018-02-15,92,4.516969620123222,105,1.1071475866219154
871,Folktronica,7025,2018-02-15,75,3.0816808027927407,175,1.6876513836856293
149,Chillgaze,1133,2018-02-16,73,3.932359745957459,NA,0.014641252203630663
631,Folktronica,5025,2018-02-16,91,2.236692850295145,159,0.134304853505009
1315,Junglejazz,10547,2018-02-16,56,3.6212857787768193,147,0.39421347076401664
1433,Folktronica,11474,2018-02-16,120,1.6923020789939744,176,1.0114156056979624
936,Folktronica,7545,2018-02-16,106,4.677479065465952,146,1.6865641816902879
247,Chillgaze,1937,2018-02-17,60,2.1751704543854755,137,0.08273722201170168
689,Folktronica,5520,2018-02-17,81,2.0169184530574453,155,0.517206589557121
395,Psychedelictrance,3136,2018-02-17,69,3.176282691562672,131,0.6876572717030301
822,Psychedelictrance,6640,2018-02-17,50,4.045986023314267,182,1.2411301666975443
49,Folktronica,374,2018-02-17,75,7.792329261862269,144,2.4060744701801506
721,Folktronica,5817,2018-02-18,96,3.2968455125444733,171,0.18151477680652833
527,Gothicsynth,4210,2018-02-18,101,2.0987363372295587,137,0.40291733279908537
485,Electroswing,3850,2018-02-18,79,3.6234348769604345,167,0.7587901951992964
549,Folktronica,4364,2018-02-18,98,4.309888728561338,171,0.8777542804082898
1030,Folktronica,8269,2018-02-18,77,5.920258177522054,147,1.6216797037413129
139,Gothicsynth,1075,2018-02-19,114,6.049990116527184,NA,0.03583572081340526
1073,Electroswing,8657,2018-02-19,106,3.8578493380933416,141,0.13059683882780532
452,Futuristicountry,3642,2018-02-19,73,5.3394817681879285,NA,0.15972438705187308
1107,Gothicsynth,8932,2018-02-19,110,7.22088245697999,98,0.1610738701444136
1047,Folktronica,8402,2018-02-19,80,3.3706954743169013,147,0.41912019398460343
653,Folktronica,5189,2018-02-19,71,3.1598274464979026,120,0.7326362061186056
1378,Folktronica,11043,2018-02-19,110,7.356128669450194,166,1.7080727212466562
1424,Folktronica,11398,2018-02-19,97,4.437009735476072,159,2.0483692278520746
495,Psychedelictrance,3927,2018-02-20,60,2.5931294304933257,NA,0.015540422478320721
902,Folktronica,7316,2018-02-20,118,7.825902743981665,146,0.08731591337337283
1327,Gothicsynth,10644,2018-02-20,107,2.368360903323077,117,0.20475522447732744
388,Electroswing,3099,2018-02-20,98,7.369435354921763,151,0.23231642613217096
950,Junglejazz,7640,2018-02-20,84,5.600893510341971,122,0.405778941974759
1324,Electroswing,10628,2018-02-21,96,3.6946835475814446,NA,0.3626870229871449
324,Psychedelictrance,2554,2018-02-21,60,5.718459564305125,89,0.4690049305061146
378,Electroswing,3015,2018-02-21,88,4.050897749128887,151,0.8999801713853806
1271,Folktronica,10256,2018-02-21,124,4.6282238703801735,163,1.8285354548854649
80,Folktronica,649,2018-02-21,89,4.093447623224471,123,3.2063329660793913
184,Electroswing,1432,2018-02-22,67,5.277531482238892,80,0.18721712970602847
1213,Psychedelictrance,9805,2018-02-22,58,2.765853169564848,138,0.27549325339237846
908,Folktronica,7362,2018-02-22,93,3.1640335839843274,NA,0.7484612725242427
892,Folktronica,7216,2018-02-23,72,5.017512956183211,NA,0.0238917689369035
1057,Futuristicountry,8492,2018-02-23,69,3.8887288586604334,NA,0.037612717923598396
786,Psychedelictrance,6337,2018-02-23,60,1.4026087182502927,NA,0.05482653285179544
1031,Folktronica,8278,2018-02-23,102,7.218068182389878,148,0.2523497407312876
171,Folktronica,1305,2018-02-23,112,1.6976721088147988,NA,0.2823086639378424
790,Futuristicountry,6366,2018-02-23,88,3.786201628644514,128,0.30258163466259647
339,Folktronica,2675,2018-02-23,71,-1,141,0.3919710394660452
115,Folktronica,921,2018-02-23,89,2.866136785419187,182,0.4169989057049952
1406,Folktronica,11240,2018-02-23,93,3.338845718170994,176,0.4312984325191682
659,Folktronica,5256,2018-02-23,84,1.674489291884722,113,1.7409286771429437
369,Folktronica,2938,2018-02-23,91,4.491940565600488,114,2.70289502220494
1308,Folktronica,10495,2018-02-23,77,3.0777247044476987,179,2.756300225472667
604,Gothicsynth,4790,2018-02-24,66,-1,NA,0.010837962277775984
1152,Psychedelictrance,9320,2018-02-24,81,2.8791929035231236,88,0.5378235625868806
1156,Indiedisco,9357,2018-02-24,95,2.0952187857647036,132,0.6092447752431291
1131,Gothicsynth,9150,2018-02-24,54,3.2984897346830473,128,0.6166354023322914
126,Psychedelictrance,971,2018-02-24,52,2.275636568248169,112,1.4453188384188973
821,Folktronica,6625,2018-02-24,71,7.187470759822607,171,1.5761687757858482
620,Folktronica,4930,2018-02-24,88,2.74415838296811,195,2.6600901055770523
1401,Futuristicountry,11200,2018-02-25,80,3.332717961588398,NA,0.12047974770341677
39,Electroswing,295,2018-02-25,109,5.8981113254828275,118,0.40264422424796315
1355,Folktronica,10854,2018-02-25,83,7.649341557525068,161,0.8228938727558883
1093,Folktronica,8826,2018-02-25,98,7.209776510346494,NA,1.4125986219886788
934,Folktronica,7537,2018-02-25,96,8.341366886613013,171,4.23321191382683
1082,Folktronica,8715,2018-02-26,105,6.8955898780279465,150,0.820088252785925
253,Folktronica,2001,2018-02-26,81,3.632021357320173,NA,0.019441459752846585
424,Chillgaze,3384,2018-02-26,70,6.305096130180469,NA,0.0322886577153567
1371,Folktronica,10987,2018-02-26,120,1.3184579775263796,117,0.2531510607700473
661,Gothicsynth,5279,2018-02-26,94,6.471463270955954,78,0.3603699101103614
1082,Folktronica,8715,2018-02-26,105,6.8955898780279465,150,0.820088252785925
585,Folktronica,4654,2018-02-26,94,0.7903774313817065,162,0.8599945105288042
